SL,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
462,4kpm50ItxF6iFUATTyQdOR,Baarish by Atif Aslam,5pRGLf4pxgVLAl2sDjZksF,https://p.scdn.co/mp3-preview/d147f280a21f6385ae39bb45f525617352e03c76?cid=6f011d3377f54821bb6607c002103317,2017-04-30,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.316,0.813,-4.221,0.0547,0.706,0,0.17,0.386,86.995,0,1,336666,46.0
463,4kpm50ItxF6iFUATTyQdOR,Thoda Aur,7huM7xImcrQOjj6C2FCioS,https://p.scdn.co/mp3-preview/f3ff21c5dd36a8e0f90e61d53db0e09df485d112?cid=6f011d3377f54821bb6607c002103317,2017-09-22,"['desi pop', 'filmi', 'modern bollywood']",0.533,0.649,-7.91,0.101,0.592,0.000701,0.1,0.571,179.965,7,0,248951,47.0
464,4kpm50ItxF6iFUATTyQdOR,Ik Tu Hi Tu Hi,7AtftHwt5KYYhJUaY5rvkv,https://p.scdn.co/mp3-preview/c75e5634721b09e854069c437250e9493329d926?cid=6f011d3377f54821bb6607c002103317,2011-08-11,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.367,0.732,-7.335,0.0562,0.309,0,0.0625,0.722,72.559,8,1,431189,42.0
465,4kpm50ItxF6iFUATTyQdOR,Awaarapan Banjarapan,6VnD3ftURI8iOAY4vM0eHn,https://p.scdn.co/mp3-preview/8e703c186a917fc3f749f8bb3acbe4805248b4e8?cid=6f011d3377f54821bb6607c002103317,2003-01-17,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.738,0.243,-15.286,0.0424,0.315,0.00911,0.112,0.398,96.993,2,0,421787,40.0
466,4kpm50ItxF6iFUATTyQdOR,Aao Na,4lv9xy2uqy2FffX8gLXWQT,https://p.scdn.co/mp3-preview/8cd058f1fd18e9e14bd5ec916352c832bf3435b9?cid=6f011d3377f54821bb6607c002103317,1997,"['classic bollywood', 'classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood']",0.488,0.19,-12.274,0.0273,0.906,7.31e-05,0.106,0.127,94.513,9,0,266733,35.0
467,4kpm50ItxF6iFUATTyQdOR,Kabhi to Nazar,0RBIp8THqeReTn1lwJgiZ1,https://p.scdn.co/mp3-preview/1598d254231754d967d17fd689095b7a68f67c54?cid=6f011d3377f54821bb6607c002103317,1997,"['classic bollywood', 'classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood']",0.582,0.426,-11.236,0.025,0.659,0,0.171,0.535,97.963,0,1,364933,27.0
468,4kpm50ItxF6iFUATTyQdOR,Lambi Judai,3mFDF0ulC4tyOFC4bB67Kd,https://p.scdn.co/mp3-preview/33751bd579a7f56c69cc7f195649d60e7c5f3b12?cid=6f011d3377f54821bb6607c002103317,2008-03-07,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.649,0.792,-5.576,0.0453,0.0623,0.028,0.0646,0.733,112.086,5,0,288040,47.0
469,4kpm50ItxF6iFUATTyQdOR,"Viraaniya (From ""Namastey London"")",6HXiHNDPK9cofTPCb4hMeO,https://p.scdn.co/mp3-preview/98e76a5c50b96189e6a8c0026f72355f529f2bde?cid=6f011d3377f54821bb6607c002103317,2007,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.653,0.522,-10.144,0.0428,0.368,0,0.254,0.565,110.032,11,0,343667,46.0
470,4kpm50ItxF6iFUATTyQdOR,Tujhe Dekh Dekh,3ZyYfiKt5Kws1OvZKqXXNY,https://p.scdn.co/mp3-preview/49059634d4eac9b1560dca8f2e73f211fa31a2df?cid=6f011d3377f54821bb6607c002103317,2005-12-09,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",0.754,0.511,-11.44,0.0315,0.222,2.47e-05,0.0817,0.595,119.966,0,1,165987,48.0
471,4kpm50ItxF6iFUATTyQdOR,Jiya Dhadak Dhadak Jaye,5wQlXgGVSwvBVKXf5lmWhp,https://p.scdn.co/mp3-preview/466bd008b212a1de902be083dc88b483909f20da?cid=6f011d3377f54821bb6607c002103317,2005-12-09,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",0.677,0.533,-9.741,0.0343,0.157,5.92e-05,0.121,0.398,119.954,0,1,319480,58.0
472,4kpm50ItxF6iFUATTyQdOR,Allah Waariyan,6YYVzVapUF3UnZQ0igasl3,https://p.scdn.co/mp3-preview/42a793f5df0f9c833a94fdf1063aebf3d212ea0a?cid=6f011d3377f54821bb6607c002103317,2013-12-09,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop', 'sufi']",0.483,0.781,-5.926,0.0445,0.349,0,0.126,0.801,83.782,4,1,314522,59.0
473,4kpm50ItxF6iFUATTyQdOR,Chunar,6zyBA0diqQ5DsWUZdJWWfa,https://p.scdn.co/mp3-preview/35a32f4330cfa7be42d7d865d66f524d4f71ac8e?cid=6f011d3377f54821bb6607c002103317,2018-08-24,"['desi pop', 'filmi', 'modern bollywood']",0.525,0.382,-10.855,0.0351,0.855,2.9e-05,0.175,0.27,134.872,6,1,268985,53.0
474,4kpm50ItxF6iFUATTyQdOR,Bulleya,3tgdOveYac7YMEAQD9sGLf,https://p.scdn.co/mp3-preview/683e6f7ecc451de1a6cea783ea80a338bf9d390d?cid=6f011d3377f54821bb6607c002103317,2016-05-31,"['desi pop', 'filmi', 'modern bollywood']",0.675,0.579,-11.976,0.0308,0.369,3.38e-06,0.118,0.724,97.01,4,1,357068,55.0
475,4kpm50ItxF6iFUATTyQdOR,Maahi,4bIQXffbALkCC0Xo6aTicP,https://p.scdn.co/mp3-preview/683847d724dbc03e5630a3663d103a213aaabf89?cid=6f011d3377f54821bb6607c002103317,2008-12-01,"['desi pop', 'filmi', 'modern bollywood']",0.463,0.84,-4.035,0.0955,0.736,0,0.351,0.385,153.941,9,0,329107,60.0
476,4kpm50ItxF6iFUATTyQdOR,Aap Ki Kashish,35Rrbt58ADLxyo1lu7xhZu,https://p.scdn.co/mp3-preview/77345f367c7482053b199a5d9956c3c294764302?cid=6f011d3377f54821bb6607c002103317,2005-07-29,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.69,0.78,-7.412,0.0489,0.117,0,0.0696,0.718,110.963,8,0,333653,55.0
477,4kpm50ItxF6iFUATTyQdOR,Aashiq Banaya Aapne,61mkuGe4SjLAZ5wg49NWQY,https://p.scdn.co/mp3-preview/585e429adf6f3656d1725840d0cc3f78a9b5c1bd?cid=6f011d3377f54821bb6607c002103317,2005-07-29,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.668,0.719,-6.897,0.0898,0.0699,0,0.118,0.567,91.962,8,0,363560,53.0
478,4kpm50ItxF6iFUATTyQdOR,Naam Hai Tera,3IlXq2sHgAGvkBFyxcGiHQ,https://p.scdn.co/mp3-preview/108a287160e5fed9f6f438a316c1ffaf2152cc33?cid=6f011d3377f54821bb6607c002103317,2006-01-19,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.572,0.866,-3.976,0.0368,0.0276,1.86e-06,0.0991,0.183,100.028,11,1,292240,49.0
479,4kpm50ItxF6iFUATTyQdOR,Samjho Na,38tvPJKDIW3GDYCjH5g4oY,https://p.scdn.co/mp3-preview/cd6920052f10a653c35fda3532d12bba2b6f9f95?cid=6f011d3377f54821bb6607c002103317,2006-01-19,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.594,0.753,-4.014,0.0307,0.644,0,0.0637,0.615,95.012,2,0,386427,46.0
480,4kpm50ItxF6iFUATTyQdOR,Tum Saanson Mein,3UPa5IkpWb6yYhFHSqXC5O,https://p.scdn.co/mp3-preview/24904f5524606f1b54cc1eb3b1c3558f13bb2364?cid=6f011d3377f54821bb6607c002103317,2006-02-04,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.741,0.736,-11.086,0.0465,0.271,0,0.0961,0.512,112.991,1,0,413106,47.0
481,4kpm50ItxF6iFUATTyQdOR,Tera Mera Milna,4RyHVSQr51MyAZvNW8DwLq,https://p.scdn.co/mp3-preview/72e0c973639bd9cf70bfe4c7cd003ceae04b0f18?cid=6f011d3377f54821bb6607c002103317,2007-04-28,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.772,0.803,-6.192,0.0376,0.278,0,0.142,0.752,118.035,11,0,350613,46.0
482,4kpm50ItxF6iFUATTyQdOR,Tera Surroor,3WJQXRiZQNpasi3i4Tp8U1,https://p.scdn.co/mp3-preview/6ce55ae6199fafa1c2b9eb5a5bd509d3958c69f2?cid=6f011d3377f54821bb6607c002103317,2006-01-19,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.521,0.718,-3.948,0.0353,0.00294,0,0.207,0.263,115.05,1,0,358973,48.0
483,4kpm50ItxF6iFUATTyQdOR,Jhoom Jhoom,5WS98kb4hHIS6Bo3yG1IPR,https://p.scdn.co/mp3-preview/139677e0091055d2b2c4bb75647212218cdd8315?cid=6f011d3377f54821bb6607c002103317,2006-03-18,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.738,0.864,-8.791,0.0564,0.0793,1.5e-05,0.337,0.864,113.019,3,0,368613,47.0
484,4kpm50ItxF6iFUATTyQdOR,"Tose Naina (From ""Mickey Virus)",2fMlezwwP5Hr1UwuAknN4o,https://p.scdn.co/mp3-preview/2feed1de67a67879abecdf2b96f1d1ab3b5e748f?cid=6f011d3377f54821bb6607c002103317,2016-02-11,"['desi pop', 'filmi', 'modern bollywood']",0.523,0.561,-6.474,0.0329,0.426,0,0.109,0.31,139.885,4,1,263549,56.0
485,4kpm50ItxF6iFUATTyQdOR,"Mann Bharryaa 2.0 (From ""Shershaah"")",3jf5303mzzJ96O8xFTcEn4,https://p.scdn.co/mp3-preview/688b24cc7c6231ea54332a74333c6e4e9129d884?cid=6f011d3377f54821bb6607c002103317,2021-08-15,"['desi pop', 'punjabi pop']",0.428,0.467,-4.904,0.0327,0.68,0,0.135,0.193,90.831,2,1,266005,74.0
486,4kpm50ItxF6iFUATTyQdOR,"Mere Yaaraa (From ""Sooryavanshi"")",0tpwqQhdfJXRcUDSNRjb9O,https://p.scdn.co/mp3-preview/aafe904aeca7931b1340a4b706585ffba1aff707?cid=6f011d3377f54821bb6607c002103317,2021-10-27,"['desi pop', 'filmi', 'modern bollywood']",0.324,0.539,-8.076,0.038,0.713,3.15e-05,0.118,0.486,120.526,2,1,285164,76.0
487,4kpm50ItxF6iFUATTyQdOR,Breathless - Album - Breathless 98,1bU2NTQlRFtKB5PYF9v9Xv,https://p.scdn.co/mp3-preview/a49f48511b0df1e9990742b384e857bd295dfbbe?cid=6f011d3377f54821bb6607c002103317,1998-12-31,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'tamil pop']",0.793,0.881,-5.589,0.195,0.446,0,0.317,0.0393,99.858,1,0,185720,51.0
488,4kpm50ItxF6iFUATTyQdOR,Maahi Ve,1sbW5E7w8tnqpYk0Frx8QG,https://p.scdn.co/mp3-preview/29786c9e6499e505e440fd94be931561e326826f?cid=6f011d3377f54821bb6607c002103317,2014-01-22,"['desi pop', 'filmi', 'modern bollywood']",0.604,0.72,-7.276,0.0603,0.571,1.18e-05,0.12,0.528,130.995,5,1,240784,61.0
489,4kpm50ItxF6iFUATTyQdOR,Gulabi Aankhen,1ccZZf0IQi5y0bHMl2aGDF,https://p.scdn.co/mp3-preview/4eece58b8531d90a46d53bbade43126bde8ca33f?cid=6f011d3377f54821bb6607c002103317,2019-08-09,"['desi pop', 'modern bollywood']",0.636,0.647,-6.97,0.0436,0.422,0,0.251,0.44,105.914,0,0,197760,66.0
490,4kpm50ItxF6iFUATTyQdOR,O Mere Dil Ke Chain,5UC4Rs63jFM1wPiT6fDSIp,https://p.scdn.co/mp3-preview/58d05bcf73dafcd13ecf4ef2fb8f548b7c384ef9?cid=6f011d3377f54821bb6607c002103317,2020-03-24,"['desi pop', 'modern bollywood']",0.785,0.639,-7.309,0.0383,0.216,1.63e-06,0.0899,0.705,122.01,11,0,202623,44.0
491,4kpm50ItxF6iFUATTyQdOR,Yeh Raaten Yeh Mausam,00oiWWOX0SL1UICReGtoLy,https://p.scdn.co/mp3-preview/f3bc3c2f5a8d295aee75866082504c9f30e3046b?cid=6f011d3377f54821bb6607c002103317,2020-03-24,"['desi pop', 'modern bollywood']",0.693,0.319,-7.743,0.0327,0.895,1.82e-06,0.108,0.659,151.068,5,0,208944,40.0
492,4kpm50ItxF6iFUATTyQdOR,Lag Ja Gale,4QEytRwdtpdbexU2ZFVZbj,https://p.scdn.co/mp3-preview/4ea8c05bbee528843510b98971c0893f64b66b23?cid=6f011d3377f54821bb6607c002103317,2020-03-24,"['desi pop', 'modern bollywood']",0.393,0.32,-8.648,0.0301,0.857,1.09e-05,0.0917,0.456,135.029,8,1,240953,44.0
493,4kpm50ItxF6iFUATTyQdOR,Tujhse Naraz Nahi Zindagi,0AfVDxWlOZxto1gccmPB2f,https://p.scdn.co/mp3-preview/d49d9a4c24bbfa15ae39149fff08ebe8a0106dbf?cid=6f011d3377f54821bb6607c002103317,2020-03-24,"['desi pop', 'modern bollywood']",0.69,0.266,-9.693,0.0263,0.928,0.00957,0.112,0.455,102.025,8,1,237696,39.0
494,4kpm50ItxF6iFUATTyQdOR,Pehla Nasha,70Nr8FkDKKZaRU8ztTG9Qi,https://p.scdn.co/mp3-preview/3196a5f021e063e555eb7344dc5de8020a1bf892?cid=6f011d3377f54821bb6607c002103317,2020-03-24,"['desi pop', 'modern bollywood']",0.547,0.639,-8.36,0.0382,0.495,0.000102,0.119,0.583,153.971,6,1,224210,38.0
495,4kpm50ItxF6iFUATTyQdOR,Tere Bina Zindagi Se,0RyjGI319bCbwmn5R2xeUf,https://p.scdn.co/mp3-preview/9bf44b226664a38be9698d3d4473a280d2b68e7b?cid=6f011d3377f54821bb6607c002103317,2020-03-24,"['desi pop', 'modern bollywood']",0.668,0.431,-8.711,0.0241,0.807,1.02e-06,0.0999,0.228,97.028,1,0,272562,31.0
496,4kpm50ItxF6iFUATTyQdOR,Kuchh Na Kaho,5P2VOya5AN9gnf7XSh88UO,https://p.scdn.co/mp3-preview/62604bb22716dd87bccccbe52a3656913086ebc7?cid=6f011d3377f54821bb6607c002103317,2021-05-28,"['desi pop', 'modern bollywood']",0.411,0.321,-8.462,0.0276,0.843,6.04e-05,0.133,0.396,154.826,10,1,235680,23.0
497,4kpm50ItxF6iFUATTyQdOR,Aap Ki Nazron Ne Samjha,2Q6Eo7zJ3woi7oVUkfDt1W,https://p.scdn.co/mp3-preview/f19ff45f4d24c2541e727d996d3267f9f9ba28a2?cid=6f011d3377f54821bb6607c002103317,2014-09-30,"['desi pop', 'modern bollywood']",0.362,0.361,-5.497,0.0296,0.816,0,0.138,0.484,93.463,1,0,186738,55.0
498,4kpm50ItxF6iFUATTyQdOR,Ek Ladki Ko Dekha To,1eMxTvBQEeBAxQDC2ZBld1,https://p.scdn.co/mp3-preview/e9760ed9ba414a34800ef31de01956b962f8b94d?cid=6f011d3377f54821bb6607c002103317,2014-08-31,"['desi pop', 'modern bollywood']",0.465,0.309,-9.211,0.0406,0.861,0,0.212,0.183,106.922,0,1,216000,48.0
499,4kpm50ItxF6iFUATTyQdOR,"Hai Apna Dil Toh Awara (From ""The Xpose"")",7Lo3ZWkorqloV6wRXxqyF7,https://p.scdn.co/mp3-preview/0acaaa2a57a560b5ca2c8892eef25864780a80c9?cid=6f011d3377f54821bb6607c002103317,2020-07-28,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.695,0.528,-7.154,0.0274,0.494,1.03e-06,0.18,0.66,110.008,6,1,264106,51.0
500,4kpm50ItxF6iFUATTyQdOR,Hamen Jab Se Mohabbat,5QJilYuxomLozb54CgdZB9,https://p.scdn.co/mp3-preview/b294502cee6350b53ad98c8aaab0169811f4a67c?cid=6f011d3377f54821bb6607c002103317,1999-03-26,"['desi pop', 'filmi', 'modern bollywood']",0.638,0.324,-10.616,0.0268,0.838,0,0.0729,0.408,100.144,0,1,460987,39.0
501,4kpm50ItxF6iFUATTyQdOR,Whats Goin' On,0gppNZWfx8wcihqvugfB8R,https://p.scdn.co/mp3-preview/c2409558b3606e3dc62e84a87e7e1d81369792b9?cid=6f011d3377f54821bb6607c002103317,2005-08-03,"['desi pop', 'filmi', 'modern bollywood']",0.833,0.714,-6.972,0.0597,0.106,2.36e-05,0.315,0.555,105.017,0,1,280398,44.0
502,4kpm50ItxF6iFUATTyQdOR,"Kabhi Yaadon Mein (From ""Kabhi Yaadon Mein"")",7aHlnRjSpm4jtlDG2N9u7a,https://p.scdn.co/mp3-preview/32cda6f42f2801ce91e66f92a80fdb926c735df1?cid=6f011d3377f54821bb6607c002103317,2020-06-09,"['desi pop', 'filmi', 'modern bollywood']",0.547,0.494,-8.456,0.0305,0.884,0.000473,0.116,0.129,115.035,0,1,312099,40.0
503,4kpm50ItxF6iFUATTyQdOR,Khwab Dekhe Sexy Lady,7GE3LwWzboPaTN0TlDcPs1,https://p.scdn.co/mp3-preview/f0053be9295ccc43f9bb813eee937eb299995d42?cid=6f011d3377f54821bb6607c002103317,2008-03-21,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.818,0.829,-7.145,0.0978,0.303,8.53e-05,0.277,0.967,108.999,8,0,279357,54.0
504,4kpm50ItxF6iFUATTyQdOR,Ek Din Aap,5fq7CGNYZKJm38HbLwMg9h,https://p.scdn.co/mp3-preview/e4ce2e970698faa5958453e27d3316e7bda191ba?cid=6f011d3377f54821bb6607c002103317,1999-06-18,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.462,0.375,-13.184,0.0309,0.642,0,0.189,0.612,145.35,4,1,266067,58.0
505,4kpm50ItxF6iFUATTyQdOR,Ae Kash Ke Hum,1qyib2Wb5YTbNzZi7QMhEY,https://p.scdn.co/mp3-preview/b1f85a3b5100b79ab56ffdf9d0f13819ab0f6cd7?cid=6f011d3377f54821bb6607c002103317,1999-08-01,"['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.364,0.687,-7.967,0.0571,0.656,0,0.175,0.663,161.008,0,1,310427,58.0
506,4kpm50ItxF6iFUATTyQdOR,Hoshwalon Ko Khabar Kya,5NbR7c5zrOZN3Dje3JVJEN,https://p.scdn.co/mp3-preview/f49cd30f85e6936a36bde56a793e4060930cacc5?cid=6f011d3377f54821bb6607c002103317,1999-04-30,"['classic bollywood', 'desi pop', 'filmi', 'ghazal', 'sufi']",0.527,0.447,-12.014,0.0311,0.243,0,0.255,0.536,94.051,6,1,307000,60.0
507,4kpm50ItxF6iFUATTyQdOR,"Kasoor (From ""Dhamaka"") - Acoustic",7mJdz7uNv3jgVSIMkSf8ca,https://p.scdn.co/mp3-preview/a92acccbba868e80f3207c0f39c1bd4c98f83adb?cid=6f011d3377f54821bb6607c002103317,2021-11-17,"['desi hip hop', 'desi pop', 'folk-pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",0.468,0.104,-14.49,0.0336,0.895,0.00179,0.114,0.453,95.852,6,1,213307,62.0
508,4kpm50ItxF6iFUATTyQdOR,"Rait Zara Si (From ""Atrangi Re"")",4uK0M8AI6gyFmyzUneQpbi,https://p.scdn.co/mp3-preview/dbc52b63805052c321a492bb06283a1d2232a014?cid=6f011d3377f54821bb6607c002103317,2021-12-06,"['desi pop', 'filmi', 'modern bollywood']",0.563,0.495,-10.272,0.0362,0.781,0,0.0837,0.244,125.998,2,1,291462,74.0
509,4kpm50ItxF6iFUATTyQdOR,Tera Woh Pyar (Nawazishein Karam),35XOutkHJChtKfO4kG6CED,None,2016-09-26,['pakistani pop'],0.317,0.611,-5.27,0.0309,0.501,0,0.104,0.422,109.937,11,1,425000,52.0
510,4kpm50ItxF6iFUATTyQdOR,Shukar Manavaan,3WlIyjhJ91QEcgMKACukVS,https://p.scdn.co/mp3-preview/8f6ef35b93651403a124479d4ba65b70a48d0c37?cid=6f011d3377f54821bb6607c002103317,2021-11-23,"['desi pop', 'filmi', 'modern bollywood']",0.633,0.385,-7.362,0.0307,0.793,0,0.0801,0.671,85.979,5,1,154186,45.0
511,4kpm50ItxF6iFUATTyQdOR,Mehbooba Mehbooba,4Tt6aPhCnVPA9tFrK7E0Mx,https://p.scdn.co/mp3-preview/e79e12952aa6d338d6a37aaa6520bbbd92284bd0?cid=6f011d3377f54821bb6607c002103317,2001-09-21,"['classic bollywood', 'classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood']",0.764,0.908,-7.526,0.208,0.0669,0,0.0762,0.346,91.728,11,0,447000,49.0
512,4kpm50ItxF6iFUATTyQdOR,Ale,2IE9zIcy8yE9yCE6VBQhWj,https://p.scdn.co/mp3-preview/2e5916cd948a2ae43bbef84b21fbecf61496e22a?cid=6f011d3377f54821bb6607c002103317,2010-10-09,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.661,0.9,-5.54,0.0347,0.00291,0.000794,0.272,0.677,134.015,8,1,279841,47.0
