SL,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
329,4kpm50ItxF6iFUATTyQdOR,Pehla Pyaar,0ojpEubhy4JNeVftmVuiN7,https://p.scdn.co/mp3-preview/7f82a5c2eb882b7a60da82607bf68dc939622886?cid=6f011d3377f54821bb6607c002103317,2019-06-14,"['desi pop', 'filmi', 'modern bollywood']",0.607,0.713,-5.105,0.03,0.56,4.98e-05,0.101,0.611,124.868,4,1,272533,63.0
330,4kpm50ItxF6iFUATTyQdOR,Tum Jo Aaye (Reprise),4g4VMpPM8CJAL38LeXl97p,https://p.scdn.co/mp3-preview/998f8d34a66284fddc5142eff62f02b3caa31f3e?cid=6f011d3377f54821bb6607c002103317,2010-06-29,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.49,0.819,-4.239,0.0884,0.328,0,0.288,0.803,83.274,9,1,267513,46.0
331,4kpm50ItxF6iFUATTyQdOR,O Re Piya,7cWnks0lsRtpAi87COOiXK,https://p.scdn.co/mp3-preview/bc90818d19a99e0107d1291507551d1c3402b980?cid=6f011d3377f54821bb6607c002103317,2007-10-18,"['desi hip hop', 'desi pop', 'filmi', 'indian folk', 'modern bollywood']",0.586,0.532,-8.837,0.0328,0.779,0.000565,0.124,0.494,99.994,11,0,379768,65.0
332,4kpm50ItxF6iFUATTyQdOR,"Chashni (From ""Bharat"")",5X5db3FrBOHbibrFKA02MQ,https://p.scdn.co/mp3-preview/48584ddc5c4c4511029a818303b0a87abee2bd68?cid=6f011d3377f54821bb6607c002103317,2019-05-01,"['desi pop', 'modern bollywood']",0.756,0.52,-8.642,0.0341,0.495,0,0.0901,0.684,119.92,6,1,265995,63.0
333,4kpm50ItxF6iFUATTyQdOR,"Nai Lagda (From ""Notebook"")",5NdVbWjNxxzv3SMxtINLu2,https://p.scdn.co/mp3-preview/ad560a3760348de06aa2e955204e713b0ed4584c?cid=6f011d3377f54821bb6607c002103317,2019-02-28,"['desi pop', 'modern bollywood']",0.514,0.548,-7.145,0.0381,0.669,0,0.0849,0.383,153.794,2,1,287107,59.0
334,4kpm50ItxF6iFUATTyQdOR,Raat Bhar,3ctaMit7CuiHIPVYrRvm15,https://p.scdn.co/mp3-preview/c6021c28fa22100843f21ff9e2dfa9ad1ea945b9?cid=6f011d3377f54821bb6607c002103317,2014-04-21,"['desi pop', 'filmi', 'modern bollywood']",0.619,0.88,-4.549,0.0535,0.0173,0.00104,0.166,0.392,129.969,1,0,325582,58.0
335,4kpm50ItxF6iFUATTyQdOR,Tere Liye,0PFCvw1vQkxKasIpG2EJJM,https://p.scdn.co/mp3-preview/7af9bb8c5bbb73e67caa65154f9068de8416b6e1?cid=6f011d3377f54821bb6607c002103317,2018-09-11,[unknown],0.517,0.444,-8.355,0.0279,0.773,1.02e-06,0.111,0.212,78.952,5,1,334937,41.0
336,4kpm50ItxF6iFUATTyQdOR,Chan Kitthan,39es2uqzKE5p6dwL6OjAZh,https://p.scdn.co/mp3-preview/5abee34779abb17133f6c2cc1e3963362c29898f?cid=6f011d3377f54821bb6607c002103317,2018-06-29,"['desi pop', 'filmi', 'modern bollywood']",0.693,0.538,-7.665,0.0278,0.355,0,0.108,0.378,95.993,5,1,269351,54.0
337,4kpm50ItxF6iFUATTyQdOR,Soniyo,4J5OpeZUR2msDPfMsIeGSU,https://p.scdn.co/mp3-preview/1f4b2b132b8162b5bd5f6111b95faec76095a24a?cid=6f011d3377f54821bb6607c002103317,2008-12-01,['modern bollywood'],0.637,0.591,-6.117,0.0342,0.504,3.29e-06,0.135,0.48,119.956,9,1,328440,58.0
338,4kpm50ItxF6iFUATTyQdOR,Soniye,5O4AGvOVFSs5ipu3iNOuoi,https://p.scdn.co/mp3-preview/b40d14edcb3929097137caf7d04eba2538c67a59?cid=6f011d3377f54821bb6607c002103317,2005-12-21,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.615,0.76,-8.082,0.0761,0.0701,3.95e-05,0.12,0.743,171.951,2,1,296720,51.0
339,4kpm50ItxF6iFUATTyQdOR,Bol Do Na Zara,6eO9LvEiMqh1CAsa6y3wXP,https://p.scdn.co/mp3-preview/dd1d995d53850e867ec553d4c9f0c436d0e8bfdc?cid=6f011d3377f54821bb6607c002103317,2016-04-07,"['desi pop', 'filmi', 'modern bollywood']",0.545,0.473,-8.259,0.0312,0.284,0,0.0871,0.195,130.0,11,0,292827,62.0
340,4kpm50ItxF6iFUATTyQdOR,Jab Tak,35RWttZt8zGGzT0mWtlXpn,https://p.scdn.co/mp3-preview/c5000f926a45c709e11190e41de5701a930a2164?cid=6f011d3377f54821bb6607c002103317,2016-09-17,"['desi pop', 'filmi', 'modern bollywood']",0.299,0.447,-7.862,0.0383,0.858,0.000314,0.097,0.321,121.723,3,0,174039,63.0
341,4kpm50ItxF6iFUATTyQdOR,Kun Faya Kun,7F8RNvTQlvbeBLeenycvN6,https://p.scdn.co/mp3-preview/0b5fd6debce3ab89ec626d2d453be9d58ede93a7?cid=6f011d3377f54821bb6607c002103317,2011-10-01,"['desi pop', 'filmi', 'modern bollywood']",0.362,0.378,-11.008,0.0329,0.679,0,0.091,0.575,87.549,1,1,470500,69.0
342,4kpm50ItxF6iFUATTyQdOR,Ik Vaari Aa,7fyiYhn7STpHvT5g0lbncC,https://p.scdn.co/mp3-preview/bbc8ec4c14b4254c326549937caa189a5ee64825?cid=6f011d3377f54821bb6607c002103317,2017-06-03,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.512,0.752,-4.857,0.0534,0.305,0,0.708,0.428,127.965,4,0,274687,63.0
343,4kpm50ItxF6iFUATTyQdOR,Yeh Dil Deewana,1dZuiEX0EjvQai3N7BlUmT,https://p.scdn.co/mp3-preview/242d54301e5b7ab64592519418d51969fcc16155?cid=6f011d3377f54821bb6607c002103317,1997-08-08,"['desi pop', 'filmi', 'modern bollywood']",0.776,0.5,-12.22,0.0418,0.201,0.00189,0.0538,0.232,109.981,0,1,426400,55.0
344,4kpm50ItxF6iFUATTyQdOR,Main Agar Kahoon,0iXLwnLmLwn9y54JtBTNxY,https://p.scdn.co/mp3-preview/38793602b813fbd80d64952f4f8afbdc2a04f2ba?cid=6f011d3377f54821bb6607c002103317,2007-09-18,"['desi pop', 'filmi', 'modern bollywood']",0.533,0.436,-7.521,0.0276,0.234,3.17e-06,0.46,0.371,146.868,5,0,308158,66.0
345,4kpm50ItxF6iFUATTyQdOR,Tose Naina,2dPUug9YiNL4ypu8UF8SnD,https://p.scdn.co/mp3-preview/2feed1de67a67879abecdf2b96f1d1ab3b5e748f?cid=6f011d3377f54821bb6607c002103317,2013-10-03,"['desi pop', 'filmi', 'modern bollywood']",0.523,0.561,-6.474,0.0329,0.426,0,0.109,0.31,139.885,4,1,263549,57.0
346,4kpm50ItxF6iFUATTyQdOR,Kya Kiya Hain Tune,2UgL1EFltLB2TF2k8wEj2W,https://p.scdn.co/mp3-preview/90b38f6185398b4f7aa4a0f38f72753e2c90566c?cid=6f011d3377f54821bb6607c002103317,2021-05-27,"['desi pop', 'filmi', 'modern bollywood']",0.315,0.53,-7.683,0.0362,0.708,1.12e-05,0.11,0.312,148.95,5,1,190770,53.0
347,4kpm50ItxF6iFUATTyQdOR,Pee Loon,52itZ0w0CydihB2JCZEIft,https://p.scdn.co/mp3-preview/1e6e999b1a1191847f869728d933907b96c10bb6?cid=6f011d3377f54821bb6607c002103317,2010-06-29,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.656,0.721,-5.064,0.0364,0.277,0.000139,0.188,0.883,83.95,8,1,285687,66.0
348,4kpm50ItxF6iFUATTyQdOR,"Raataan Lambiyan (From ""Shershaah"")",2rOnSn2piaqLAlYjtfUBlY,https://p.scdn.co/mp3-preview/d04317bacdc99181f6b24d26591e55d013c79dcf?cid=6f011d3377f54821bb6607c002103317,2021-07-30,"['desi pop', 'modern bollywood']",0.72,0.63,-5.549,0.0413,0.615,0,0.108,0.512,81.009,10,1,230292,84.0
349,4kpm50ItxF6iFUATTyQdOR,Baari,0HTb4JfMtMkMYUtyd19In3,https://p.scdn.co/mp3-preview/309a7e7a6cdc2715c959f4bf3ee3303028b25ffc?cid=6f011d3377f54821bb6607c002103317,2021-07-12,"['desi hip hop', 'desi pop', 'pakistani pop', 'punjabi pop']",0.658,0.539,-7.043,0.0433,0.857,1.45e-06,0.0999,0.461,80.088,3,1,235297,70.0
350,4kpm50ItxF6iFUATTyQdOR,"Tera Chehra (From ""Tera Chehra"")",3liZz0QlyZhBHtRk6vkBUm,https://p.scdn.co/mp3-preview/a6a9381bb58bf27d48d4e72df364ea2da52b80d5?cid=6f011d3377f54821bb6607c002103317,2020-02-07,"['classic bollywood', 'classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood']",0.646,0.562,-9.157,0.0331,0.523,0.0021,0.104,0.488,100.0,11,0,392526,36.0
351,4kpm50ItxF6iFUATTyQdOR,Chahun Main Ya Naa,6UgcN95w7vQxkR8sEFmwHG,https://p.scdn.co/mp3-preview/bee1aa11cffbe5c66ea52596a492fd2e14e108cc?cid=6f011d3377f54821bb6607c002103317,2013-04-06,"['desi pop', 'filmi', 'modern bollywood']",0.645,0.517,-6.708,0.0273,0.522,3.27e-06,0.0905,0.259,106.906,9,0,304900,63.0
352,4kpm50ItxF6iFUATTyQdOR,Tera Ban Jaunga,3oWxFNsXstcancCR1wODR4,https://p.scdn.co/mp3-preview/a8feddcc81b21601c4324299e2f4d3cf367aef00?cid=6f011d3377f54821bb6607c002103317,2019-06-14,"['desi pop', 'modern bollywood']",0.605,0.53,-6.346,0.0246,0.821,0,0.131,0.397,93.95,11,1,236437,68.0
353,4kpm50ItxF6iFUATTyQdOR,Zindagi Do Pal Ki,3s6H6UW7yPu2rsF8CGki60,https://p.scdn.co/mp3-preview/c787944aa67c88a78b8b6937491c3b1b46cff05a?cid=6f011d3377f54821bb6607c002103317,2010-03-29,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.678,0.771,-2.849,0.0266,0.0277,0.00253,0.149,0.462,105.976,6,1,253200,57.0
354,4kpm50ItxF6iFUATTyQdOR,Dekh Lena,4K7l6gzsSPKkB3mzokEDKQ,https://p.scdn.co/mp3-preview/0c1ba1e0537906701ce6421d455e468f47a5eab5?cid=6f011d3377f54821bb6607c002103317,2016-10-20,"['desi pop', 'filmi', 'modern bollywood']",0.566,0.597,-7.889,0.0407,0.809,0.0117,0.297,0.654,151.872,0,1,281525,58.0
355,4kpm50ItxF6iFUATTyQdOR,Kabhi To Nazar Milao,3bO7PoVn2Med6obuToYBLG,https://p.scdn.co/mp3-preview/0dc8959b997b34d4d5da69b57d36f7908ff98b48?cid=6f011d3377f54821bb6607c002103317,1997,"['classic bollywood', 'classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood']",0.588,0.493,-9.696,0.0241,0.571,0,0.111,0.615,98.017,0,1,465227,48.0
356,4kpm50ItxF6iFUATTyQdOR,Meet,4OCpBhcJxiSd1azaBOy21U,https://p.scdn.co/mp3-preview/af2a73aab07437a5ab40937e7f607d8cd01d461c?cid=6f011d3377f54821bb6607c002103317,2017-08-25,"['desi pop', 'filmi', 'modern bollywood']",0.554,0.488,-8.079,0.0307,0.589,0,0.136,0.539,95.949,5,1,215412,55.0
357,4kpm50ItxF6iFUATTyQdOR,Kabhii Tumhhe,6Sflud15ff1KqBzg6wj78S,https://p.scdn.co/mp3-preview/ab8e4b297acaf8f5a5c4e5aa78bedc722998af2b?cid=6f011d3377f54821bb6607c002103317,2021-08-16,"['desi pop', 'modern bollywood']",0.573,0.338,-7.478,0.027,0.864,4.41e-06,0.133,0.451,96.981,7,0,230103,72.0
358,4kpm50ItxF6iFUATTyQdOR,Laapata,3G2I8KB7bTWmvE1tHSlMHg,https://p.scdn.co/mp3-preview/ac79ab36e46b9d31ada411fb7048d0fa56121c15?cid=6f011d3377f54821bb6607c002103317,2012-07-16,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.726,0.946,-6.49,0.046,0.216,0.0169,0.163,0.869,108.021,11,0,254851,48.0
359,4kpm50ItxF6iFUATTyQdOR,Tere Bin,5K3qcbP37oJDdh5Xvvbtnc,https://p.scdn.co/mp3-preview/3deaad8313209695d4e2e913c852fcffd33c745f?cid=6f011d3377f54821bb6607c002103317,2006-11-18,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.603,0.724,-6.049,0.0962,0.252,1.82e-06,0.108,0.856,176.006,2,1,337951,38.0
360,4kpm50ItxF6iFUATTyQdOR,Subha Hone Na De,6WediUhXDfm8FR3wlM0r3G,https://p.scdn.co/mp3-preview/8c7d562e76335fc8ccde1bff13183aa2cd011de8?cid=6f011d3377f54821bb6607c002103317,2011-10-21,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.727,0.9,-4.529,0.0452,0.0805,0.0464,0.154,0.505,131.97,8,1,288696,65.0
361,4kpm50ItxF6iFUATTyQdOR,Hookah Bar,4AoQVhME8Ko6LNm4lV2wwQ,https://p.scdn.co/mp3-preview/fb887de7e7be2bf7e61326900312f96b72f5b648?cid=6f011d3377f54821bb6607c002103317,2012-10-30,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.73,0.656,-5.07,0.0294,0.00797,0.00271,0.108,0.743,131.04,11,1,254351,68.0
362,4kpm50ItxF6iFUATTyQdOR,Party On My Mind,5Rn1DPzSzUktbhuNDDJocS,https://p.scdn.co/mp3-preview/4cd542c34e18cc5579811affd9a95ad3208d7917?cid=6f011d3377f54821bb6607c002103317,2012-01-25,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.715,0.864,-5.013,0.0751,0.0188,0,0.719,0.57,122.016,11,0,222133,60.0
363,4kpm50ItxF6iFUATTyQdOR,Lat Lag Gayee,5XsoDbDt98b0FkFLOhsJuS,https://p.scdn.co/mp3-preview/6e10b0e70f4fe1755713fa3c8c947ae982b33b1a?cid=6f011d3377f54821bb6607c002103317,2012-01-25,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.79,0.892,-4.038,0.0404,0.228,1.18e-06,0.206,0.896,131.991,10,0,280369,65.0
364,4kpm50ItxF6iFUATTyQdOR,"Twist (From ""Love Aaj Kal"")",2W94YEMyahGhIrsjx35dVQ,https://p.scdn.co/mp3-preview/b9f0a277477ff965dbc93fcf36f11d241b64586d?cid=6f011d3377f54821bb6607c002103317,2009,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.721,0.944,-4.995,0.142,0.0393,5.86e-05,0.0747,0.728,109.014,7,1,299440,54.0
365,4kpm50ItxF6iFUATTyQdOR,Mauja Hi Mauja,2iXVckhPy7tP0wV9DvlrjZ,https://p.scdn.co/mp3-preview/81516ba246e99f862281f785d8c1c4f9ebc55caf?cid=6f011d3377f54821bb6607c002103317,2007-09-21,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.738,0.873,-5.659,0.107,0.075,0.0294,0.225,0.484,104.982,2,1,245100,63.0
366,4kpm50ItxF6iFUATTyQdOR,Main Tera Dhadkan Teri,2aGnaihxhjYe0aNoxIkvtS,https://p.scdn.co/mp3-preview/a7622f3ec0e2945565c3c6a48b79acef4c9cc0bf?cid=6f011d3377f54821bb6607c002103317,2009-11-06,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.683,0.925,-4.045,0.0666,0.00738,2.6e-05,0.0275,0.807,109.887,9,0,273493,46.0
367,4kpm50ItxF6iFUATTyQdOR,Baamulaiza,56aLd3VIL6vOYloB3nPbNj,https://p.scdn.co/mp3-preview/ada36f8689d1c3e03643e7f0a16f74c5a3a5d579?cid=6f011d3377f54821bb6607c002103317,2009-11-02,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.832,0.919,-5.452,0.0926,0.183,0,0.048,0.958,104.025,1,1,290800,45.0
368,4kpm50ItxF6iFUATTyQdOR,Just Chill,4DaKJIg4pTjRtGaUxzbLHR,https://p.scdn.co/mp3-preview/281c8ea0530bacb6a5efb75a2b4bab99e0310b8c?cid=6f011d3377f54821bb6607c002103317,2005-05-24,"['desi pop', 'filmi', 'modern bollywood']",0.773,0.926,-5.448,0.102,0.0433,0,0.0426,0.64,131.005,11,0,325640,43.0
369,4kpm50ItxF6iFUATTyQdOR,It's the Time to Disco,3hCUkos0NxuSFl73oOHJzb,https://p.scdn.co/mp3-preview/7371bc24b25790e7fe85e2d248ae5cc846bf107e?cid=6f011d3377f54821bb6607c002103317,2003-09-20,"['desi pop', 'filmi', 'modern bollywood']",0.902,0.772,-8.29,0.0383,0.0452,0.000129,0.12,0.808,131.992,6,0,333093,59.0
370,4kpm50ItxF6iFUATTyQdOR,Pretty Woman,3rsx3pDYM3a08O0Yu3Tq6V,https://p.scdn.co/mp3-preview/5723f3dd34a284f79483f1635d427e482393927e?cid=6f011d3377f54821bb6607c002103317,2003-09-20,"['desi pop', 'filmi', 'modern bollywood']",0.677,0.942,-6.105,0.16,0.124,0.0132,0.0819,0.598,173.991,11,0,353880,56.0
371,4kpm50ItxF6iFUATTyQdOR,Maahi Ve,7Czm0vv2sYL5z4P51KY66e,https://p.scdn.co/mp3-preview/d435eadc05902723f3c3a6ccb16c3c1175a3ff51?cid=6f011d3377f54821bb6607c002103317,2003-09-20,"['desi pop', 'filmi', 'modern bollywood']",0.815,0.833,-6.117,0.0769,0.0297,2e-05,0.33,0.563,99.989,7,0,366853,64.0
372,4kpm50ItxF6iFUATTyQdOR,Main Koi Aisa Geet Gaoon,0WBClBemYPJR44H6uIn0kp,https://p.scdn.co/mp3-preview/ddd599b3b4125a0592e2c635e91c93b1a0a99dd7?cid=6f011d3377f54821bb6607c002103317,1999-06-18,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.77,0.485,-11.612,0.0463,0.166,0.000196,0.289,0.932,121.685,7,1,317000,51.0
373,4kpm50ItxF6iFUATTyQdOR,Chedkhaniyaan,30PPEJ1pEhtVnrgVNK5MEw,https://p.scdn.co/mp3-preview/8f68a0f757741ee2857152dbff04c5fee38b12b8?cid=6f011d3377f54821bb6607c002103317,2020-07-27,"['desi pop', 'filmi', 'modern bollywood']",0.771,0.659,-6.1,0.0674,0.216,0,0.102,0.587,92.008,7,1,198261,59.0
374,4kpm50ItxF6iFUATTyQdOR,Tere Naina Maar Hi Daalenge,3s4mXUOIzkS2hnTVCgt23f,https://p.scdn.co/mp3-preview/9f97960320b788fd32a4ff1c6d8b766f47fdd9d5?cid=6f011d3377f54821bb6607c002103317,2013-12-20,"['desi pop', 'filmi', 'modern bollywood']",0.686,0.81,-4.755,0.0399,0.254,0,0.138,0.739,122.993,2,1,300065,41.0
375,4kpm50ItxF6iFUATTyQdOR,Titli,0joXv5niso2T8YXWOlIe1X,https://p.scdn.co/mp3-preview/5e48957883adcdf5bc8a0ad1065f9cf4cb3b2a53?cid=6f011d3377f54821bb6607c002103317,2013-07-03,"['filmi', 'marathi pop', 'tamil pop']",0.679,0.421,-9.13,0.0344,0.685,6.81e-06,0.244,0.65,81.012,7,0,350618,57.0
376,4kpm50ItxF6iFUATTyQdOR,Hosanna,5NChQ2tXB9q9D8kdkLTWOL,https://p.scdn.co/mp3-preview/d011c2916916416324a3d8cabdff87d04094ed8f?cid=6f011d3377f54821bb6607c002103317,2012-01-04,"['desi pop', 'filmi', 'modern bollywood']",0.571,0.802,-7.201,0.0391,0.28,6.43e-05,0.0497,0.596,85.97,7,1,331400,59.0
377,4kpm50ItxF6iFUATTyQdOR,"Pani Da Rang Male (From ""Vicky Donor"")",6sfVSlvCl5evgokuWNrHbE,https://p.scdn.co/mp3-preview/f799762bd9bcaa5c709af4cec0288f72071309e1?cid=6f011d3377f54821bb6607c002103317,2012-04-04,"['desi pop', 'filmi', 'modern bollywood']",0.679,0.622,-8.514,0.0328,0.272,6.52e-05,0.106,0.483,98.028,4,0,240787,56.0
378,4kpm50ItxF6iFUATTyQdOR,Teri Ore,5aU0fpmu2sdYJVOHVHCz5s,https://p.scdn.co/mp3-preview/138401ea45579fea8dd215b0c001b59f85e3e9e8?cid=6f011d3377f54821bb6607c002103317,2008-06-30,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.467,0.791,-4.678,0.0948,0.168,0,0.253,0.695,83.354,2,1,339644,61.0
379,4kpm50ItxF6iFUATTyQdOR,Rishte Naate,5fKzdTKPV9vT4WEjEdxXrt,https://p.scdn.co/mp3-preview/b5dae21bf69d9c213a23f969519df7e7b2d8f2d9?cid=6f011d3377f54821bb6607c002103317,2009-11-02,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",0.637,0.825,-6.612,0.0816,0.352,0,0.389,0.836,92.029,11,1,286587,51.0
380,4kpm50ItxF6iFUATTyQdOR,Tu Mohabbat Hai,2pR0sWcRylkkNJtvMjYL18,https://p.scdn.co/mp3-preview/e11aa3fa73d87d10127f3168ccdcaba6e084e9b7?cid=6f011d3377f54821bb6607c002103317,2011-02-24,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.638,0.669,-6.334,0.0375,0.355,6.28e-05,0.0927,0.523,118.954,10,1,325747,43.0
381,4kpm50ItxF6iFUATTyQdOR,Tumhe Jo Maine Dekha,0pPGUL7171TRGgI6wyP8wP,https://p.scdn.co/mp3-preview/5a9854e88e46e7ad149f13a23cfece475a955ac9?cid=6f011d3377f54821bb6607c002103317,2004-02-27,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.734,0.903,-3.972,0.0649,0.432,0.00569,0.2,0.712,102.009,0,0,341147,58.0
382,4kpm50ItxF6iFUATTyQdOR,Ankhon Mein Basa Lunga,0bUiMiHucciQL7ndPoVgjX,https://p.scdn.co/mp3-preview/5ac09d803e2a923a2f7a77e1746b505466013433?cid=6f011d3377f54821bb6607c002103317,2015-06-04,[unknown],0.338,0.648,-7.295,0.0487,0.585,0.000292,0.201,0.524,84.348,11,1,278750,30.0
383,4kpm50ItxF6iFUATTyQdOR,Saware,1juJ3mwsFerctbngtK42G4,https://p.scdn.co/mp3-preview/a6436224a4b9d0e56b70fb575a830768c22dd748?cid=6f011d3377f54821bb6607c002103317,2015-07-31,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.499,0.683,-6.373,0.0334,0.703,0.00161,0.0749,0.295,134.95,6,0,321613,60.0
384,4kpm50ItxF6iFUATTyQdOR,Zaroori Tha,0JChw6k59cZxegh0SGceE1,https://p.scdn.co/mp3-preview/7e660da22501faf569bca199f66fb2dbf7be0711?cid=6f011d3377f54821bb6607c002103317,2014-05-07,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",0.523,0.674,-4.832,0.0328,0.771,0,0.139,0.239,114.058,8,0,342024,58.0
385,4kpm50ItxF6iFUATTyQdOR,Yeh Junoon,7D7KjOOyVsPaxo7evQp6ML,https://p.scdn.co/mp3-preview/b925bd11c0d72fe726f2eb62d4f40f9957aaac80?cid=6f011d3377f54821bb6607c002103317,2013-04-12,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop']",0.407,0.72,-7.32,0.0488,0.145,0.000158,0.0806,0.157,116.188,4,1,291733,41.0
386,4kpm50ItxF6iFUATTyQdOR,Zaroorat,32U1XMh3DKlm45uvpofhvY,https://p.scdn.co/mp3-preview/02c821b83ccdf46dcc2c738c810a11e3c230824d?cid=6f011d3377f54821bb6607c002103317,2014-05-28,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop']",0.354,0.712,-6.109,0.0589,0.358,4.19e-05,0.274,0.238,93.345,3,0,368852,61.0
387,4kpm50ItxF6iFUATTyQdOR,Guzarish,2MvCNH9ua0CeOgUQfZf56z,https://p.scdn.co/mp3-preview/033c367317d7eebdf997416a932030c5646697b6?cid=6f011d3377f54821bb6607c002103317,2008-11-25,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.595,0.624,-10.943,0.0603,0.0925,0,0.114,0.647,170.001,9,0,327030,65.0
388,4kpm50ItxF6iFUATTyQdOR,Jashn-E-Bahaaraa,1O5mTSQa0sCce9ghhDqIZl,https://p.scdn.co/mp3-preview/a3bf81e92b327111f3cc1a13a156464be2cb7be3?cid=6f011d3377f54821bb6607c002103317,2007-12-31,"['desi pop', 'filmi', 'modern bollywood']",0.7,0.343,-10.474,0.0308,0.767,0,0.0789,0.488,137.864,2,1,315173,70.0
389,4kpm50ItxF6iFUATTyQdOR,Akhiyaan Milavanga,3Nb0sHsDac1jX6nO8tA4Nf,https://p.scdn.co/mp3-preview/d5cf2b06a6a68d09baebe272097c184c9b27f61e?cid=6f011d3377f54821bb6607c002103317,2019-11-05,"['desi pop', 'filmi', 'modern bollywood']",0.326,0.6,-5.882,0.106,0.738,3.98e-06,0.0677,0.475,193.126,3,1,302319,64.0
390,4kpm50ItxF6iFUATTyQdOR,Yeh Aaina,62RXe5I6L7n32fUMd8Puvo,https://p.scdn.co/mp3-preview/0f167bec62966949d0510b18e0484f1f6968531c?cid=6f011d3377f54821bb6607c002103317,2019-06-14,"['desi pop', 'filmi', 'modern bollywood']",0.552,0.428,-9.433,0.0346,0.607,0.00125,0.115,0.197,131.745,2,1,311368,60.0
391,4kpm50ItxF6iFUATTyQdOR,Challa,6wXPV6dNRAhFavrRaCdMXT,https://p.scdn.co/mp3-preview/1540e6af4c690bb41de90d197d5cf59b20200b68?cid=6f011d3377f54821bb6607c002103317,2012-10-09,"['desi pop', 'filmi', 'modern bollywood']",0.776,0.795,-5.454,0.0485,0.121,0,0.138,0.569,117.989,0,1,320418,63.0
392,4kpm50ItxF6iFUATTyQdOR,Manwa Laage,3H43T5swYywvcdCBFiDgW6,https://p.scdn.co/mp3-preview/5488fe9a1b7b1f16fb7e8b19d818df733e978665?cid=6f011d3377f54821bb6607c002103317,2014-09-26,"['desi pop', 'filmi', 'modern bollywood']",0.676,0.671,-6.271,0.0526,0.568,0,0.0885,0.572,81.046,0,1,272083,57.0
393,4kpm50ItxF6iFUATTyQdOR,Wafa Ne Bewafai,2ZWLHQCbPZqck2o2JVkmbC,https://p.scdn.co/mp3-preview/1d65b0a80aa61ba9b78a23a298097deed00b57a8?cid=6f011d3377f54821bb6607c002103317,2016-02-15,"['desi pop', 'filmi', 'modern bollywood']",0.394,0.592,-6.398,0.203,0.847,0,0.125,0.401,81.098,10,1,320041,56.0
394,4kpm50ItxF6iFUATTyQdOR,Mera Pehla Pehla Pyaar,6fOrdTNuSAM219wGYwZMaO,https://p.scdn.co/mp3-preview/4347c6efdec741cd2d871e128466b0ff706ba4dd?cid=6f011d3377f54821bb6607c002103317,2007-05-12,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.671,0.538,-10.052,0.0333,0.175,3.11e-05,0.0992,0.68,75.989,2,1,271026,49.0
395,4kpm50ItxF6iFUATTyQdOR,Dil Kya Kare,648GXyKI62FhbeBq0levWr,https://p.scdn.co/mp3-preview/0fef96b7bd1ed0e4f9a54a7785b738df24e2b064?cid=6f011d3377f54821bb6607c002103317,2007-07-12,"['classic bollywood', 'classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood']",0.76,0.547,-9.386,0.0351,0.0957,1.04e-05,0.12,0.667,95.023,7,1,327880,59.0
